ID,NAME,latitude
3362,Madison Ave & E 82 St,40.7781314
3363,E 102 St & Park Ave,40.7904828
3364,Carroll St & 5 Ave,40.6751622
3365,3 St & 7 Ave,40.6703837
3366,West End Ave & W 107 St,40.8021174
3367,5 Ave & E 103 St,40.7922553
3368,5 Ave & 3 St,40.6728155
3369,E 82 St & East End Ave,40.7724607
3370,E 78 St & 2 Ave,40.7727966
3372,E 74 St & 1 Ave,40.7689738
3373,3 St & 3 Ave,40.6750705
3374,Central Park North & Adam Clayton Powell Blvd,40.799484
3375,3 Ave & E 72 St,40.7699426
3376,E 65 St & 2 Ave,40.76471851944339
3377,Carroll St & Bond St,40.6786115
3378,E 76 St & Park Ave,40.773763
3379,E 103 St & Lexington Ave,40.7903051
3381,3 St & Hoyt St,40.6777287
3382,Carroll St & Smith St,40.680611
3383,Cathedral Pkwy & Broadway,40.804213
3384,Smith St & 3 St,40.6787242
3386,1 Pl & Clinton St,40.6809591
3387,E 106 St & Madison Ave,40.7934337
3388,President St & Henry St,40.6828003
3389,Carroll St & Columbia St,40.6830456
3390,E 109 St & 3 Ave,40.79329668
3391,E 106 St & 1 Ave,40.7892529
3392,Commerce St & Van Brunt St,40.6812117
3393,Richards St & Delavan St,40.6794327
3394,Columbia St & W 9 St,40.6769993
3395,Henry St & W 9 St,40.6763744
3396,Clinton St & 4 Place,40.6783563
3397,Court St & Nelson St,40.6763947
3398,Smith St & 9 St,40.6746957
3399,7 St & 3 Ave,40.67260298150126
3400,E 110 St & Madison Ave,40.7961535
3402,Court St & State St,40.6902375
3403,4 Ave & 9 St,40.6705135
3404,7 St & 5 Ave,40.6704922
3405,5 St & 6 Ave,40.6704836
3407,Union St & Nevins St,40.67909799721684
3408,Congress St & Clinton St,40.6881529
3409,Bergen St & Smith St,40.6867443
3410,Dean St & Hoyt St,40.6864442
3411,Bond St & Bergen St,40.6849668
3412,Pacific St & Nevins St,40.6853761
3414,Bergen St & Flatbush Ave,40.680944723477296
3415,Prospect Pl & 6 Ave,40.6793307
3416,7 Ave & Park Pl,40.6776147
3417,Baltic St & 5 Ave,40.6795766
3418,Plaza St West & Flatbush Ave,40.6750207
3419,Douglass St & 4 Ave,40.6792788
3420,Douglass St & 3 Ave,40.6802133
3421,Hoyt St & Warren St,40.6843549
3422,Columbia St & Degraw St,40.6859296
3423,West Drive & Prospect Park West,40.6610633719006
3424,E 106 St & Lexington Ave,40.791976
3425,2 Ave & E 104 St,40.7892105
3429,Hanson Pl & Ashland Pl,40.68506807308177
3430,Richardson St & N Henry St,40.71907891179564
3435,Grand St & Elizabeth St,40.718822
3437,Riverside Dr & W 91 St,40.79313480986663
3440,Fulton St & Adams St,40.692418292578466
3443,W 52 St & 6 Ave,40.76132983124814
3452,Bayard St & Leonard St,40.71915571696044
3453,Devoe St & Lorimer St,40.71335226222875
3454,Leonard St & Maujer St,40.7103685423523
3456,Jackson St & Leonard St,40.71638031973561
3457,E 58 St & Madison Ave,40.76302594280519
3461,Murray St & Greenwich St,40.714851505262516
3463,E 16 St & Irving Pl,40.735367055605394
3467,W Broadway & Spring St,40.72494672359416
3469,India St & West St,40.73181401720966
3472,W 15 St & 10 Ave,40.742753828659026
3477,39 St & 2 Ave,40.65539977447831
3478,2 Ave & 36 St,40.65708866668485
3481,York St,40.71649
3483,Montgomery St,40.71942
3486,Schermerhorn St & Bond St,40.688417427540834
3490,E 116 St & 2 Ave,40.796879
3491,E 118 St & 1 Ave,40.79747
3492,E 118 St & Park Ave,40.8005385
3493,E 118 St & 3 Ave,40.799139
3494,E 115 St & Lexington Ave,40.797911
3495,E 114 St & 1 Ave,40.7945663
3496,1 Ave & E 110 St,40.7923272
3497,Pleasant Ave & E 116 St,40.7949879
3498,Pleasant Ave & E 120 St,40.7974772
3499,2 Ave & E 122 St,40.8006721
3500,E 115 St & Madison Ave,40.7989445
3501,E 118 St & Madison Ave,40.8014866
3502,Lexington Ave & E 111 St,40.7954121
3503,Madison Ave & E 120 St,40.80295
3504,E 123 St & Lexington Ave,40.8029263
3505,Lexington Ave & E 127 St,40.805726
3506,Lexington Ave & E 120 St,40.8013066
3507,Park Ave & E 124 St,40.8045555
3508,St Nicholas Ave & Manhattan Ave,40.809725
3509,Lenox Ave & W 115 St,40.8011939
3510,Adam Clayton Powell Blvd & W 123 St,40.8078316
3511,Adam Clayton Powell Blvd & W 115 St,40.802535
3513,21 St & Hoyt Ave S,40.774645
3514,Astoria Park S & Shore Blvd,40.7767
3515,24 Ave & 26 St,40.774591
3516,31 St & Astoria Blvd,40.7699176
3517,31 St & Hoyt Ave N,40.7711528
3518,Lenox Ave & W 126 St,40.808442
3520,Adam Clayton Powell Blvd & W 118 St,40.804372
3521,Lenox Ave & W 111 St,40.7987859
3522,37 St & 24 Ave,40.7701477
3523,24 Ave & 29 St,40.7729
3524,19 St & 24 Ave,40.7774552
3525,23 Ave & 27 St,40.776165
3526,31 St & 23 Ave,40.7747878
3527,5 Ave & E 126 St,40.80698
3528,Steinway St & 23 Ave,40.7713937
3529,Lenox Ave & W 130 St,40.8107922
3530,Crescent St & Ditmars Blvd,40.7787185
3531,Frederick Douglass Blvd & W 129 St,40.8125511
3532,Ditmars Blvd & 19 St,40.78145
3533,St. Nicholas Ave & W 126 St,40.8114323
3534,Frederick Douglass Blvd & W 117 St,40.805159
3535,Mt Morris Park W & W 120 St,40.804038
3536,W 116 St & Broadway,40.8082
3537,Carlton Ave & Dean St,40.6809741
3538,W 110 St & Amsterdam Ave,40.802692
3539,W 116 St & Amsterdam Ave,40.8067581
3540,Morningside Ave & W 123 St,40.81
3541,Amsterdam Ave & W 125 St,40.813358
3542,Amsterdam Ave & W 119 St,40.8086249
3543,Morningside Dr & Amsterdam Ave,40.81028506306003
3544,Underhill Ave & Pacific St,40.6804836
3545,Broadway & W 122 St,40.8120562
3546,Pacific St & Classon Ave,40.6791944
3547,Broadway & Moylan Pl,40.8143256
